Image_Index, Avg_Start_Offset, Avg_End_Offset
1143, 7.866, 3.549
1144, 3.173, 1.139
1145, 27.491, 5.806
1146, 0.360, 2.113
1147, 18.951, 17.828
1148, 2.412, 1.709
1149, 3.077, 10.169
1150, 1.546, 2.139
1151, 0.886, 1.456
1152, 3.207, 0.546
1153, 1.211, 0.940
1154, 2.243, 1.469
1155, 1.176, 0.462
1156, 0.621, 1.012
1157, 11.681, 39.858
1158, 20.477, 10.457
1159, 7.447, 8.534
1160, 3.642, 7.182
1161, 12.748, 27.744
1162, 23.951, 49.136
1163, 3.575, 6.163
1164, 6.671, 4.811
1165, 7.649, 35.067
1166, 50.355, 3.745
1167, 16.200, 4.578
1168, 5.997, 3.725
1169, 6.231, 4.827
1170, 21.142, 15.654
1171, 33.079, 20.669
1172, 3.509, 3.730
1173, 3.861, 4.688
1174, 2.731, 9.629
1175, 5.965, 15.412
1176, 27.776, 105.672
1177, 2.334, 1.253
1178, 14.424, 9.983
1179, 112.989, 35.693
1180, 2.446, 0.461
1181, 0.393, 4.509
1182, 2.695, 4.155
1183, 31.565, 129.112
1184, 0.437, 2.594
1185, 2.851, 5.151
1186, 62.350, 21.320
1187, 3.041, 0.885
1188, 11.234, 7.735
1189, 5.550, 6.419
1190, 30.373, 38.111
1191, 3.032, 0.321
1192, 0.642, 3.265
1193, 26.842, 20.920
1194, 0.427, 3.974
1195, 1.489, 4.810
1196, 2.985, 11.021
1197, 31.944, 10.014
1198, 3.441, 0.422
1199, 7.820, 6.264
1200, 15.909, 8.665
1201, 3.529, 0.560
1202, 0.724, 3.237
1203, 67.875, 36.806
1204, 0.334, 1.790
1205, 1.898, 0.984
1206, 1.878, 0.810
1207, 0.512, 1.546
1208, 2.136, 0.820
1209, 0.641, 1.708
1210, 1.091, 0.931
1211, 1.372, 1.204
1212, 0.534, 1.794
1213, 2.525, 0.567
1214, 1.342, 2.335
1215, 0.416, 3.638
1216, 85.713, 67.040
1217, 5.009, 17.500
1218, 0.351, 2.750
1219, 2.776, 0.350
1220, 13.676, 10.082
1221, 8.066, 12.934
1222, 3.602, 2.250
1223, 3.414, 0.368
1224, 0.563, 3.000
1225, 2.750, 0.406
1226, 0.544, 3.547
1227, 3.113, 0.576
1228, 3.920, 0.290
1229, 0.346, 2.034
1230, 3.533, 0.663
1231, 28.016, 6.960
1232, 20.294, 26.445
1233, 0.556, 2.570
1234, 3.324, 1.114
1235, 4.696, 3.184
1236, 3.692, 0.636
1237, 0.675, 2.834
1238, 0.543, 2.147
1239, 2.072, 0.472
1240, 1.999, 0.528

Overall_Avg_Start_Offset: 7.634
Overall_Avg_End_Offset: 8.072
