Image_Index, Avg_Start_Offset, Avg_End_Offset
1143, 78.539, 24.602
1144, 58.323, 79.409
1145, 33.117, 6.674
1146, 33.850, 21.530
1147, 41.377, 40.869
1148, 54.229, 20.369
1149, 12.289, 35.083
1150, 0.840, 2.165
1151, 28.718, 8.312
1152, 2.002, 5.542
1153, 1.540, 6.459
1154, 6.142, 1.401
1155, 24.439, 15.042
1156, 3.315, 14.616
1157, 15.391, 29.607
1158, 26.990, 5.450
1159, 4.378, 7.604
1160, 35.066, 13.171
1161, 12.656, 29.613
1162, 22.097, 32.264
1163, 30.454, 14.322
1164, 35.619, 12.395
1165, 16.508, 46.882
1166, 35.803, 5.415
1167, 13.722, 9.012
1168, 25.286, 9.659
1169, 26.508, 13.551
1170, 41.296, 31.064
1171, 117.781, 21.949
1172, 14.933, 12.079
1173, 33.290, 14.187
1174, 7.764, 10.429
1175, 26.094, 18.272
1176, 43.462, 150.154
1177, 4.669, 1.828
1178, 10.216, 6.803
1179, 101.048, 48.610
1180, 2.737, 1.304
1181, 5.864, 9.573
1182, 11.959, 7.303
1183, 39.173, 157.416
1184, 0.655, 2.967
1185, 5.496, 8.478
1186, 78.492, 24.236
1187, 3.980, 0.924
1188, 45.335, 70.974
1189, 68.597, 83.360
1190, 36.169, 29.927
1191, 8.189, 4.245
1192, 7.039, 3.639
1193, 66.600, 56.046
1194, 1.353, 4.408
1195, 46.445, 119.458
1196, 96.796, 65.532
1197, 88.322, 32.132
1198, 3.019, 4.757
1199, 80.383, 24.011
1200, 20.442, 31.516
1201, 3.472, 0.630
1202, 100.095, 110.453
1203, 85.848, 58.580
1204, 5.212, 6.384
1205, 2.182, 1.840
1206, 10.303, 8.737
1207, 81.540, 77.323
1208, 68.464, 75.759
1209, 14.587, 7.354
1210, 15.854, 2.710
1211, 1.200, 3.336
1212, 35.259, 22.836
1213, 2.971, 1.912
1214, 1.472, 3.148
1215, 36.375, 39.597
1216, 32.987, 29.023
1217, 6.693, 24.658
1218, 1.434, 5.275
1219, 3.222, 1.517
1220, 62.844, 25.364
1221, 29.606, 37.169
1222, 7.397, 30.925
1223, 3.665, 0.258
1224, 0.748, 3.386
1225, 63.120, 13.664
1226, 36.675, 66.248
1227, 26.571, 117.628
1228, 2.941, 1.400
1229, 0.568, 2.354
1230, 41.695, 56.044
1231, 128.467, 10.063
1232, 56.810, 140.059
1233, 0.480, 2.903
1234, 17.644, 16.837
1235, 19.148, 59.904
1236, 29.910, 46.145
1237, 99.697, 44.454
1238, 9.005, 8.461
1239, 5.874, 22.106
1240, 21.015, 10.456

Overall_Avg_Start_Offset: 24.418
Overall_Avg_End_Offset: 24.558
