Image_Index, Avg_Start_Offset, Avg_End_Offset
545, 29.39, 46.24, -16.84, 75.63
546, 2.21, 1.65, 0.56, 3.87
547, 8.90, 19.43, -10.53, 28.33
548, 4.16, 12.16, -8.01, 16.32
549, 6.96, 14.39, -7.43, 21.34
550, 1.35, 2.54, -1.19, 3.89
551, 3.51, 7.10, -3.58, 10.61
552, 5.82, 12.64, -6.82, 18.45
553, 5.27, 18.31, -13.04, 23.58
554, 20.40, 37.07, -16.66, 57.47
555, 7.15, 17.12, -9.97, 24.27
556, 35.04, 61.89, -26.85, 96.93
557, 1.99, 6.42, -4.43, 8.41
558, 2.08, 4.39, -2.31, 6.46
559, 1.22, 3.15, -1.93, 4.37
560, 2.78, 4.34, -1.56, 7.12
561, 3.53, 11.24, -7.71, 14.78
562, 15.74, 37.45, -21.71, 53.20
563, 6.28, 13.32, -7.04, 19.60
564, 1.13, 2.31, -1.17, 3.44
565, 9.46, 15.48, -6.01, 24.94
566, 15.30, 33.56, -18.27, 48.86
567, 6.34, 17.60, -11.26, 23.94
568, 1.35, 2.96, -1.61, 4.31
569, 8.34, 14.69, -6.35, 23.03
570, 3.96, 10.66, -6.70, 14.62
571, 13.64, 22.05, -8.42, 35.69
572, 8.07, 21.69, -13.62, 29.76
573, 9.67, 31.61, -21.94, 41.28
574, 6.91, 20.32, -13.41, 27.24
575, 34.19, 68.24, -34.05, 102.43
576, 9.42, 15.46, -6.04, 24.88
577, 5.73, 24.15, -18.42, 29.87
578, 1.94, 2.16, -0.23, 4.10
579, 3.05, 3.61, -0.56, 6.65
580, 36.65, 68.96, -32.31, 105.61
581, 3.84, 10.43, -6.59, 14.27
582, 8.32, 10.05, -1.73, 18.36
583, 9.31, 22.29, -12.98, 31.59
584, 3.52, 16.32, -12.81, 19.84
585, 1.40, 1.19, 0.21, 2.59
586, 6.87, 17.63, -10.76, 24.49
587, 1.90, 2.98, -1.09, 4.88
588, 6.28, 11.81, -5.53, 18.09
589, 1.52, 1.61, -0.09, 3.14
590, 10.36, 34.83, -24.47, 45.20
591, 3.29, 8.51, -5.23, 11.80
592, 10.01, 9.30, 0.70, 19.31
593, 5.75, 14.53, -8.79, 20.28
594, 22.12, 20.95, 1.17, 43.07
595, 1.90, 2.63, -0.73, 4.53
596, 3.06, 5.13, -2.08, 8.19
597, 1.07, 3.97, -2.90, 5.04
598, 3.14, 12.18, -9.05, 15.32
599, 0.87, 2.21, -1.34, 3.08
600, 7.73, 22.89, -15.16, 30.62
601, 1.16, 4.72, -3.56, 5.88
602, 7.13, 8.45, -1.32, 15.58
603, 1.43, 4.77, -3.34, 6.21
604, 2.47, 4.43, -1.97, 6.90
605, 1.01, 4.40, -3.39, 5.40
606, 7.13, 11.36, -4.23, 18.49
607, 10.44, 19.21, -8.76, 29.65
608, 37.17, 68.28, -31.11, 105.45
609, 10.92, 23.96, -13.03, 34.88
610, 18.62, 39.83, -21.21, 58.44
611, 12.10, 16.63, -4.53, 28.74
612, 10.31, 14.59, -4.28, 24.90
613, 3.07, 6.30, -3.23, 9.36
614, 7.43, 9.16, -1.72, 16.59
